Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Eggs","2022","kg/cap","10.48"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Eggs","2022","kcal/cap/d","37"
"Food Balances (2010-)","World","Food supply (kcal)","Eggs","2022","Kcal","107636037.22"
"Food Balances (2010-)","World","Production","Milk - Excluding Butter","2010","1000 t","724329"
"Food Balances (2010-)","World","Import quantity","Milk - Excluding Butter","2010","1000 t","149207"
"Food Balances (2010-)","World","Stock Variation","Milk - Excluding Butter","2010","1000 t","-2461"
"Food Balances (2010-)","World","Export quantity","Milk - Excluding Butter","2010","1000 t","88972"
"Food Balances (2010-)","World","Feed","Milk - Excluding Butter","2010","1000 t","60579"
"Food Balances (2010-)","World","Losses","Milk - Excluding Butter","2010","1000 t","20568"
"Food Balances (2010-)","World","Processing","Milk - Excluding Butter","2010","1000 t","198491"
"Food Balances (2010-)","World","Other uses (non-food)","Milk - Excluding Butter","2010","1000 t","5590"
"Food Balances (2010-)","World","Tourist consumption","Milk - Excluding Butter","2010","1000 t","473"
"Food Balances (2010-)","World","Residuals","Milk - Excluding Butter","2010","1000 t","3916"
"Food Balances (2010-)","World","Food","Milk - Excluding Butter","2010","1000 t","497409"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2010","kg/cap","71.94"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2010","kcal/cap/d","141"
"Food Balances (2010-)","World","Food supply (kcal)","Milk - Excluding Butter","2010","Kcal","355849202.75"
"Food Balances (2010-)","World","Production","Milk - Excluding Butter","2011","1000 t","741604"
"Food Balances (2010-)","World","Import quantity","Milk - Excluding Butter","2011","1000 t","158539"
"Food Balances (2010-)","World","Stock Variation","Milk - Excluding Butter","2011","1000 t","-625"
"Food Balances (2010-)","World","Export quantity","Milk - Excluding Butter","2011","1000 t","91566"
"Food Balances (2010-)","World","Feed","Milk - Excluding Butter","2011","1000 t","61789"
"Food Balances (2010-)","World","Losses","Milk - Excluding Butter","2011","1000 t","21309"
"Food Balances (2010-)","World","Processing","Milk - Excluding Butter","2011","1000 t","206068"
"Food Balances (2010-)","World","Other uses (non-food)","Milk - Excluding Butter","2011","1000 t","5974"
"Food Balances (2010-)","World","Tourist consumption","Milk - Excluding Butter","2011","1000 t","448"
"Food Balances (2010-)","World","Residuals","Milk - Excluding Butter","2011","1000 t","3792"
"Food Balances (2010-)","World","Food","Milk - Excluding Butter","2011","1000 t","509822"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2011","kg/cap","72.83"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2011","kcal/cap/d","142"
"Food Balances (2010-)","World","Food supply (kcal)","Milk - Excluding Butter","2011","Kcal","363969568.31"
"Food Balances (2010-)","World","Production","Milk - Excluding Butter","2012","1000 t","763480"
"Food Balances (2010-)","World","Import quantity","Milk - Excluding Butter","2012","1000 t","177446"
"Food Balances (2010-)","World","Stock Variation","Milk - Excluding Butter","2012","1000 t","253"
"Food Balances (2010-)","World","Export quantity","Milk - Excluding Butter","2012","1000 t","101688"
"Food Balances (2010-)","World","Feed","Milk - Excluding Butter","2012","1000 t","66715"
"Food Balances (2010-)","World","Losses","Milk - Excluding Butter","2012","1000 t","22322"
"Food Balances (2010-)","World","Processing","Milk - Excluding Butter","2012","1000 t","214056"
"Food Balances (2010-)","World","Other uses (non-food)","Milk - Excluding Butter","2012","1000 t","11220"
"Food Balances (2010-)","World","Tourist consumption","Milk - Excluding Butter","2012","1000 t","543"
"Food Balances (2010-)","World","Residuals","Milk - Excluding Butter","2012","1000 t","333"
"Food Balances (2010-)","World","Food","Milk - Excluding Butter","2012","1000 t","523796"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2012","kg/cap","73.55"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2012","kcal/cap/d","144"
"Food Balances (2010-)","World","Food supply (kcal)","Milk - Excluding Butter","2012","Kcal","374588045.68"
"Food Balances (2010-)","World","Production","Milk - Excluding Butter","2013","1000 t","771864"
"Food Balances (2010-)","World","Import quantity","Milk - Excluding Butter","2013","1000 t","183489"
"Food Balances (2010-)","World","Stock Variation","Milk - Excluding Butter","2013","1000 t","227"
"Food Balances (2010-)","World","Export quantity","Milk - Excluding Butter","2013","1000 t","104114"
"Food Balances (2010-)","World","Feed","Milk - Excluding Butter","2013","1000 t","69549"
"Food Balances (2010-)","World","Losses","Milk - Excluding Butter","2013","1000 t","24404"
"Food Balances (2010-)","World","Processing","Milk - Excluding Butter","2013","1000 t","218877"
"Food Balances (2010-)","World","Other uses (non-food)","Milk - Excluding Butter","2013","1000 t","11511"
"Food Balances (2010-)","World","Tourist consumption","Milk - Excluding Butter","2013","1000 t","660"
"Food Balances (2010-)","World","Residuals","Milk - Excluding Butter","2013","1000 t","-732"
"Food Balances (2010-)","World","Food","Milk - Excluding Butter","2013","1000 t","526743"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2013","kg/cap","73.06"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2013","kcal/cap/d","143"
"Food Balances (2010-)","World","Food supply (kcal)","Milk - Excluding Butter","2013","Kcal","376741337.9"
"Food Balances (2010-)","World","Production","Milk - Excluding Butter","2014","1000 t","801308"
"Food Balances (2010-)","World","Import quantity","Milk - Excluding Butter","2014","1000 t","193838"
"Food Balances (2010-)","World","Stock Variation","Milk - Excluding Butter","2014","1000 t","4286"
"Food Balances (2010-)","World","Export quantity","Milk - Excluding Butter","2014","1000 t","100194"
"Food Balances (2010-)","World","Feed","Milk - Excluding Butter","2014","1000 t","70855"
"Food Balances (2010-)","World","Losses","Milk - Excluding Butter","2014","1000 t","24889"
"Food Balances (2010-)","World","Processing","Milk - Excluding Butter","2014","1000 t","242638"
"Food Balances (2010-)","World","Other uses (non-food)","Milk - Excluding Butter","2014","1000 t","14933"
"Food Balances (2010-)","World","Tourist consumption","Milk - Excluding Butter","2014","1000 t","757"
"Food Balances (2010-)","World","Residuals","Milk - Excluding Butter","2014","1000 t","-1032"
"Food Balances (2010-)","World","Food","Milk - Excluding Butter","2014","1000 t","537627"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2014","kg/cap","73.67"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2014","kcal/cap/d","147"
"Food Balances (2010-)","World","Food supply (kcal)","Milk - Excluding Butter","2014","Kcal","390307137.36"
"Food Balances (2010-)","World","Production","Milk - Excluding Butter","2015","1000 t","809763"
"Food Balances (2010-)","World","Import quantity","Milk - Excluding Butter","2015","1000 t","193637"
"Food Balances (2010-)","World","Stock Variation","Milk - Excluding Butter","2015","1000 t","5234"
"Food Balances (2010-)","World","Export quantity","Milk - Excluding Butter","2015","1000 t","103554"
"Food Balances (2010-)","World","Feed","Milk - Excluding Butter","2015","1000 t","69690"
"Food Balances (2010-)","World","Losses","Milk - Excluding Butter","2015","1000 t","24727"
"Food Balances (2010-)","World","Processing","Milk - Excluding Butter","2015","1000 t","245690"
"Food Balances (2010-)","World","Other uses (non-food)","Milk - Excluding Butter","2015","1000 t","13819"
"Food Balances (2010-)","World","Tourist consumption","Milk - Excluding Butter","2015","1000 t","745"
"Food Balances (2010-)","World","Residuals","Milk - Excluding Butter","2015","1000 t","134"
"Food Balances (2010-)","World","Food","Milk - Excluding Butter","2015","1000 t","539807"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2015","kg/cap","73.1"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2015","kcal/cap/d","145"
"Food Balances (2010-)","World","Food supply (kcal)","Milk - Excluding Butter","2015","Kcal","391833724.73"
"Food Balances (2010-)","World","Production","Milk - Excluding Butter","2016","1000 t","820122"
"Food Balances (2010-)","World","Import quantity","Milk - Excluding Butter","2016","1000 t","203485"
"Food Balances (2010-)","World","Stock Variation","Milk - Excluding Butter","2016","1000 t","2966"
"Food Balances (2010-)","World","Export quantity","Milk - Excluding Butter","2016","1000 t","105284"
"Food Balances (2010-)","World","Feed","Milk - Excluding Butter","2016","1000 t","75211"
"Food Balances (2010-)","World","Losses","Milk - Excluding Butter","2016","1000 t","22572"
"Food Balances (2010-)","World","Processing","Milk - Excluding Butter","2016","1000 t","249430"
"Food Balances (2010-)","World","Other uses (non-food)","Milk - Excluding Butter","2016","1000 t","15631"
"Food Balances (2010-)","World","Tourist consumption","Milk - Excluding Butter","2016","1000 t","751"
"Food Balances (2010-)","World","Residuals","Milk - Excluding Butter","2016","1000 t","-171"
"Food Balances (2010-)","World","Food","Milk - Excluding Butter","2016","1000 t","551932"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2016","kg/cap","73.88"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2016","kcal/cap/d","147"
"Food Balances (2010-)","World","Food supply (kcal)","Milk - Excluding Butter","2016","Kcal","399582595.46"
"Food Balances (2010-)","World","Production","Milk - Excluding Butter","2017","1000 t","838925"
"Food Balances (2010-)","World","Import quantity","Milk - Excluding Butter","2017","1000 t","211354"
"Food Balances (2010-)","World","Stock Variation","Milk - Excluding Butter","2017","1000 t","5429"
"Food Balances (2010-)","World","Export quantity","Milk - Excluding Butter","2017","1000 t","108697"
"Food Balances (2010-)","World","Feed","Milk - Excluding Butter","2017","1000 t","78794"
"Food Balances (2010-)","World","Losses","Milk - Excluding Butter","2017","1000 t","23057"
"Food Balances (2010-)","World","Processing","Milk - Excluding Butter","2017","1000 t","254781"
"Food Balances (2010-)","World","Other uses (non-food)","Milk - Excluding Butter","2017","1000 t","16159"
"Food Balances (2010-)","World","Tourist consumption","Milk - Excluding Butter","2017","1000 t","731"
"Food Balances (2010-)","World","Residuals","Milk - Excluding Butter","2017","1000 t","-680"
"Food Balances (2010-)","World","Food","Milk - Excluding Butter","2017","1000 t","563311"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2017","kg/cap","74.54"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2017","kcal/cap/d","148"
"Food Balances (2010-)","World","Food supply (kcal)","Milk - Excluding Butter","2017","Kcal","408339683.5"
"Food Balances (2010-)","World","Production","Milk - Excluding Butter","2018","1000 t","861917"
"Food Balances (2010-)","World","Import quantity","Milk - Excluding Butter","2018","1000 t","215117"
"Food Balances (2010-)","World","Stock Variation","Milk - Excluding Butter","2018","1000 t","3678"
"Food Balances (2010-)","World","Export quantity","Milk - Excluding Butter","2018","1000 t","107506"
"Food Balances (2010-)","World","Feed","Milk - Excluding Butter","2018","1000 t","79804"
"Food Balances (2010-)","World","Losses","Milk - Excluding Butter","2018","1000 t","23644"
"Food Balances (2010-)","World","Processing","Milk - Excluding Butter","2018","1000 t","267646"
"Food Balances (2010-)","World","Other uses (non-food)","Milk - Excluding Butter","2018","1000 t","17854"
"Food Balances (2010-)","World","Tourist consumption","Milk - Excluding Butter","2018","1000 t","731"
"Food Balances (2010-)","World","Residuals","Milk - Excluding Butter","2018","1000 t","-4027"
"Food Balances (2010-)","World","Food","Milk - Excluding Butter","2018","1000 t","580199"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2018","kg/cap","75.93"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2018","kcal/cap/d","151"
"Food Balances (2010-)","World","Food supply (kcal)","Milk - Excluding Butter","2018","Kcal","422007480.12"
"Food Balances (2010-)","World","Production","Milk - Excluding Butter","2019","1000 t","888902"
"Food Balances (2010-)","World","Import quantity","Milk - Excluding Butter","2019","1000 t","217373"
"Food Balances (2010-)","World","Stock Variation","Milk - Excluding Butter","2019","1000 t","5057"
"Food Balances (2010-)","World","Export quantity","Milk - Excluding Butter","2019","1000 t","104168"
"Food Balances (2010-)","World","Feed","Milk - Excluding Butter","2019","1000 t","82156"
"Food Balances (2010-)","World","Losses","Milk - Excluding Butter","2019","1000 t","25250"
"Food Balances (2010-)","World","Processing","Milk - Excluding Butter","2019","1000 t","260470"
"Food Balances (2010-)","World","Other uses (non-food)","Milk - Excluding Butter","2019","1000 t","19753"
"Food Balances (2010-)","World","Tourist consumption","Milk - Excluding Butter","2019","1000 t","715"
"Food Balances (2010-)","World","Residuals","Milk - Excluding Butter","2019","1000 t","-3110"
"Food Balances (2010-)","World","Food","Milk - Excluding Butter","2019","1000 t","611815"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2019","kg/cap","79.07"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2019","kcal/cap/d","158"
"Food Balances (2010-)","World","Food supply (kcal)","Milk - Excluding Butter","2019","Kcal","446524300.37"
"Food Balances (2010-)","World","Production","Milk - Excluding Butter","2020","1000 t","912217"
"Food Balances (2010-)","World","Import quantity","Milk - Excluding Butter","2020","1000 t","210194"
"Food Balances (2010-)","World","Stock Variation","Milk - Excluding Butter","2020","1000 t","3889"
"Food Balances (2010-)","World","Export quantity","Milk - Excluding Butter","2020","1000 t","104034"
"Food Balances (2010-)","World","Feed","Milk - Excluding Butter","2020","1000 t","81680"
"Food Balances (2010-)","World","Losses","Milk - Excluding Butter","2020","1000 t","25780"
"Food Balances (2010-)","World","Processing","Milk - Excluding Butter","2020","1000 t","261072"
"Food Balances (2010-)","World","Other uses (non-food)","Milk - Excluding Butter","2020","1000 t","16263"
"Food Balances (2010-)","World","Tourist consumption","Milk - Excluding Butter","2020","1000 t","12"
"Food Balances (2010-)","World","Residuals","Milk - Excluding Butter","2020","1000 t","-3269"
"Food Balances (2010-)","World","Food","Milk - Excluding Butter","2020","1000 t","632950"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2020","kg/cap","81.01"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2020","kcal/cap/d","162"
"Food Balances (2010-)","World","Food supply (kcal)","Milk - Excluding Butter","2020","Kcal","462407597.83"
"Food Balances (2010-)","World","Production","Milk - Excluding Butter","2021","1000 t","940923"
"Food Balances (2010-)","World","Import quantity","Milk - Excluding Butter","2021","1000 t","221667"
"Food Balances (2010-)","World","Stock Variation","Milk - Excluding Butter","2021","1000 t","3096"
"Food Balances (2010-)","World","Export quantity","Milk - Excluding Butter","2021","1000 t","108012"
"Food Balances (2010-)","World","Feed","Milk - Excluding Butter","2021","1000 t","83326"
"Food Balances (2010-)","World","Losses","Milk - Excluding Butter","2021","1000 t","27756"
"Food Balances (2010-)","World","Processing","Milk - Excluding Butter","2021","1000 t","272378"
"Food Balances (2010-)","World","Other uses (non-food)","Milk - Excluding Butter","2021","1000 t","18820"
"Food Balances (2010-)","World","Tourist consumption","Milk - Excluding Butter","2021","1000 t","16"
"Food Balances (2010-)","World","Residuals","Milk - Excluding Butter","2021","1000 t","-3769"
"Food Balances (2010-)","World","Food","Milk - Excluding Butter","2021","1000 t","652955"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2021","kg/cap","82.85"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2021","kcal/cap/d","166"
"Food Balances (2010-)","World","Food supply (kcal)","Milk - Excluding Butter","2021","Kcal","478762569.78"
"Food Balances (2010-)","World","Production","Milk - Excluding Butter","2022","1000 t","930489"
"Food Balances (2010-)","World","Import quantity","Milk - Excluding Butter","2022","1000 t","227460"
"Food Balances (2010-)","World","Stock Variation","Milk - Excluding Butter","2022","1000 t","2580"
"Food Balances (2010-)","World","Export quantity","Milk - Excluding Butter","2022","1000 t","108616"
"Food Balances (2010-)","World","Feed","Milk - Excluding Butter","2022","1000 t","81964"
"Food Balances (2010-)","World","Losses","Milk - Excluding Butter","2022","1000 t","27766"
"Food Balances (2010-)","World","Processing","Milk - Excluding Butter","2022","1000 t","266827"
"Food Balances (2010-)","World","Other uses (non-food)","Milk - Excluding Butter","2022","1000 t","17561"
"Food Balances (2010-)","World","Tourist consumption","Milk - Excluding Butter","2022","1000 t","742"
"Food Balances (2010-)","World","Residuals","Milk - Excluding Butter","2022","1000 t","-5015"
"Food Balances (2010-)","World","Food","Milk - Excluding Butter","2022","1000 t","656907"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2022","kg/cap","82.66"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Milk - Excluding Butter","2022","kcal/cap/d","163"
"Food Balances (2010-)","World","Food supply (kcal)","Milk - Excluding Butter","2022","Kcal","472908123.97"
