Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (2010-)","World","Food supply (kcal)","Coconuts - Incl Copra","2019","Kcal","22059050.85"
"Food Balances (2010-)","World","Production","Coconuts - Incl Copra","2020","1000 t","61770"
"Food Balances (2010-)","World","Import quantity","Coconuts - Incl Copra","2020","1000 t","4489"
"Food Balances (2010-)","World","Stock Variation","Coconuts - Incl Copra","2020","1000 t","504"
"Food Balances (2010-)","World","Export quantity","Coconuts - Incl Copra","2020","1000 t","4856"
"Food Balances (2010-)","World","Feed","Coconuts - Incl Copra","2020","1000 t","5263"
"Food Balances (2010-)","World","Seed","Coconuts - Incl Copra","2020","1000 t","152"
"Food Balances (2010-)","World","Losses","Coconuts - Incl Copra","2020","1000 t","3947"
"Food Balances (2010-)","World","Processing","Coconuts - Incl Copra","2020","1000 t","19635"
"Food Balances (2010-)","World","Other uses (non-food)","Coconuts - Incl Copra","2020","1000 t","8013"
"Food Balances (2010-)","World","Tourist consumption","Coconuts - Incl Copra","2020","1000 t","0"
"Food Balances (2010-)","World","Residuals","Coconuts - Incl Copra","2020","1000 t","-753"
"Food Balances (2010-)","World","Food","Coconuts - Incl Copra","2020","1000 t","24641"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Coconuts - Incl Copra","2020","kg/cap","3.15"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Coconuts - Incl Copra","2020","kcal/cap/d","7.67"
"Food Balances (2010-)","World","Food supply (kcal)","Coconuts - Incl Copra","2020","Kcal","21881342.51"
"Food Balances (2010-)","World","Production","Coconuts - Incl Copra","2021","1000 t","62836"
"Food Balances (2010-)","World","Import quantity","Coconuts - Incl Copra","2021","1000 t","4388"
"Food Balances (2010-)","World","Stock Variation","Coconuts - Incl Copra","2021","1000 t","456"
"Food Balances (2010-)","World","Export quantity","Coconuts - Incl Copra","2021","1000 t","4636"
"Food Balances (2010-)","World","Feed","Coconuts - Incl Copra","2021","1000 t","4887"
"Food Balances (2010-)","World","Seed","Coconuts - Incl Copra","2021","1000 t","154"
"Food Balances (2010-)","World","Losses","Coconuts - Incl Copra","2021","1000 t","4034"
"Food Balances (2010-)","World","Processing","Coconuts - Incl Copra","2021","1000 t","20339"
"Food Balances (2010-)","World","Other uses (non-food)","Coconuts - Incl Copra","2021","1000 t","8032"
"Food Balances (2010-)","World","Tourist consumption","Coconuts - Incl Copra","2021","1000 t","0"
"Food Balances (2010-)","World","Residuals","Coconuts - Incl Copra","2021","1000 t","-261"
"Food Balances (2010-)","World","Food","Coconuts - Incl Copra","2021","1000 t","24948"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Coconuts - Incl Copra","2021","kg/cap","3.17"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Coconuts - Incl Copra","2021","kcal/cap/d","7.73"
"Food Balances (2010-)","World","Food supply (kcal)","Coconuts - Incl Copra","2021","Kcal","22228352.56"
"Food Balances (2010-)","World","Production","Coconuts - Incl Copra","2022","1000 t","62466"
"Food Balances (2010-)","World","Import quantity","Coconuts - Incl Copra","2022","1000 t","4357"
"Food Balances (2010-)","World","Stock Variation","Coconuts - Incl Copra","2022","1000 t","1380"
"Food Balances (2010-)","World","Export quantity","Coconuts - Incl Copra","2022","1000 t","4669"
"Food Balances (2010-)","World","Feed","Coconuts - Incl Copra","2022","1000 t","3938"
"Food Balances (2010-)","World","Seed","Coconuts - Incl Copra","2022","1000 t","155"
"Food Balances (2010-)","World","Losses","Coconuts - Incl Copra","2022","1000 t","3989"
"Food Balances (2010-)","World","Processing","Coconuts - Incl Copra","2022","1000 t","23274"
"Food Balances (2010-)","World","Other uses (non-food)","Coconuts - Incl Copra","2022","1000 t","5744"
"Food Balances (2010-)","World","Tourist consumption","Coconuts - Incl Copra","2022","1000 t","116"
"Food Balances (2010-)","World","Residuals","Coconuts - Incl Copra","2022","1000 t","-690"
"Food Balances (2010-)","World","Food","Coconuts - Incl Copra","2022","1000 t","24246"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Coconuts - Incl Copra","2022","kg/cap","3.05"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Coconuts - Incl Copra","2022","kcal/cap/d","7.45"
"Food Balances (2010-)","World","Food supply (kcal)","Coconuts - Incl Copra","2022","Kcal","21609476.82"
"Food Balances (2010-)","World","Production","Sesame seed","2010","1000 t","4229"
"Food Balances (2010-)","World","Import quantity","Sesame seed","2010","1000 t","1328"
"Food Balances (2010-)","World","Stock Variation","Sesame seed","2010","1000 t","105"
"Food Balances (2010-)","World","Export quantity","Sesame seed","2010","1000 t","1164"
"Food Balances (2010-)","World","Feed","Sesame seed","2010","1000 t","219"
"Food Balances (2010-)","World","Seed","Sesame seed","2010","1000 t","59"
"Food Balances (2010-)","World","Losses","Sesame seed","2010","1000 t","227"
"Food Balances (2010-)","World","Processing","Sesame seed","2010","1000 t","2056"
"Food Balances (2010-)","World","Other uses (non-food)","Sesame seed","2010","1000 t","56"
"Food Balances (2010-)","World","Tourist consumption","Sesame seed","2010","1000 t","4"
"Food Balances (2010-)","World","Residuals","Sesame seed","2010","1000 t","35"
"Food Balances (2010-)","World","Food","Sesame seed","2010","1000 t","1632"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sesame seed","2010","kg/cap","0.24"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sesame seed","2010","kcal/cap/d","3.78"
"Food Balances (2010-)","World","Food supply (kcal)","Sesame seed","2010","Kcal","9546304.06"
"Food Balances (2010-)","World","Production","Sesame seed","2011","1000 t","4519"
"Food Balances (2010-)","World","Import quantity","Sesame seed","2011","1000 t","1431"
"Food Balances (2010-)","World","Stock Variation","Sesame seed","2011","1000 t","-150"
"Food Balances (2010-)","World","Export quantity","Sesame seed","2011","1000 t","1265"
"Food Balances (2010-)","World","Feed","Sesame seed","2011","1000 t","306"
"Food Balances (2010-)","World","Seed","Sesame seed","2011","1000 t","64"
"Food Balances (2010-)","World","Losses","Sesame seed","2011","1000 t","253"
"Food Balances (2010-)","World","Processing","Sesame seed","2011","1000 t","2282"
"Food Balances (2010-)","World","Other uses (non-food)","Sesame seed","2011","1000 t","167"
"Food Balances (2010-)","World","Tourist consumption","Sesame seed","2011","1000 t","7"
"Food Balances (2010-)","World","Residuals","Sesame seed","2011","1000 t","57"
"Food Balances (2010-)","World","Food","Sesame seed","2011","1000 t","1700"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sesame seed","2011","kg/cap","0.24"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sesame seed","2011","kcal/cap/d","3.89"
"Food Balances (2010-)","World","Food supply (kcal)","Sesame seed","2011","Kcal","9944429.22"
"Food Balances (2010-)","World","Production","Sesame seed","2012","1000 t","5352"
"Food Balances (2010-)","World","Import quantity","Sesame seed","2012","1000 t","1408"
"Food Balances (2010-)","World","Stock Variation","Sesame seed","2012","1000 t","-416"
"Food Balances (2010-)","World","Export quantity","Sesame seed","2012","1000 t","1442"
"Food Balances (2010-)","World","Feed","Sesame seed","2012","1000 t","369"
"Food Balances (2010-)","World","Seed","Sesame seed","2012","1000 t","76"
"Food Balances (2010-)","World","Losses","Sesame seed","2012","1000 t","321"
"Food Balances (2010-)","World","Processing","Sesame seed","2012","1000 t","2774"
"Food Balances (2010-)","World","Other uses (non-food)","Sesame seed","2012","1000 t","194"
"Food Balances (2010-)","World","Tourist consumption","Sesame seed","2012","1000 t","11"
"Food Balances (2010-)","World","Residuals","Sesame seed","2012","1000 t","34"
"Food Balances (2010-)","World","Food","Sesame seed","2012","1000 t","1954"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sesame seed","2012","kg/cap","0.27"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sesame seed","2012","kcal/cap/d","4.4"
"Food Balances (2010-)","World","Food supply (kcal)","Sesame seed","2012","Kcal","11429884.68"
"Food Balances (2010-)","World","Production","Sesame seed","2013","1000 t","5242"
"Food Balances (2010-)","World","Import quantity","Sesame seed","2013","1000 t","1481"
"Food Balances (2010-)","World","Stock Variation","Sesame seed","2013","1000 t","144"
"Food Balances (2010-)","World","Export quantity","Sesame seed","2013","1000 t","1471"
"Food Balances (2010-)","World","Feed","Sesame seed","2013","1000 t","343"
"Food Balances (2010-)","World","Seed","Sesame seed","2013","1000 t","89"
"Food Balances (2010-)","World","Losses","Sesame seed","2013","1000 t","307"
"Food Balances (2010-)","World","Processing","Sesame seed","2013","1000 t","2305"
"Food Balances (2010-)","World","Other uses (non-food)","Sesame seed","2013","1000 t","316"
"Food Balances (2010-)","World","Tourist consumption","Sesame seed","2013","1000 t","3"
"Food Balances (2010-)","World","Residuals","Sesame seed","2013","1000 t","-46"
"Food Balances (2010-)","World","Food","Sesame seed","2013","1000 t","1791"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sesame seed","2013","kg/cap","0.25"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sesame seed","2013","kcal/cap/d","3.98"
"Food Balances (2010-)","World","Food supply (kcal)","Sesame seed","2013","Kcal","10476549.95"
"Food Balances (2010-)","World","Production","Sesame seed","2014","1000 t","5969"
"Food Balances (2010-)","World","Import quantity","Sesame seed","2014","1000 t","1666"
"Food Balances (2010-)","World","Stock Variation","Sesame seed","2014","1000 t","1094"
"Food Balances (2010-)","World","Export quantity","Sesame seed","2014","1000 t","1697"
"Food Balances (2010-)","World","Feed","Sesame seed","2014","1000 t","362"
"Food Balances (2010-)","World","Seed","Sesame seed","2014","1000 t","102"
"Food Balances (2010-)","World","Losses","Sesame seed","2014","1000 t","348"
"Food Balances (2010-)","World","Processing","Sesame seed","2014","1000 t","2095"
"Food Balances (2010-)","World","Other uses (non-food)","Sesame seed","2014","1000 t","181"
"Food Balances (2010-)","World","Tourist consumption","Sesame seed","2014","1000 t","3"
"Food Balances (2010-)","World","Residuals","Sesame seed","2014","1000 t","-42"
"Food Balances (2010-)","World","Food","Sesame seed","2014","1000 t","1794"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sesame seed","2014","kg/cap","0.25"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sesame seed","2014","kcal/cap/d","3.94"
"Food Balances (2010-)","World","Food supply (kcal)","Sesame seed","2014","Kcal","10493835.95"
"Food Balances (2010-)","World","Production","Sesame seed","2015","1000 t","5544"
"Food Balances (2010-)","World","Import quantity","Sesame seed","2015","1000 t","1916"
"Food Balances (2010-)","World","Stock Variation","Sesame seed","2015","1000 t","463"
"Food Balances (2010-)","World","Export quantity","Sesame seed","2015","1000 t","1951"
"Food Balances (2010-)","World","Feed","Sesame seed","2015","1000 t","373"
"Food Balances (2010-)","World","Seed","Sesame seed","2015","1000 t","82"
"Food Balances (2010-)","World","Losses","Sesame seed","2015","1000 t","320"
"Food Balances (2010-)","World","Processing","Sesame seed","2015","1000 t","2319"
"Food Balances (2010-)","World","Other uses (non-food)","Sesame seed","2015","1000 t","184"
"Food Balances (2010-)","World","Tourist consumption","Sesame seed","2015","1000 t","4"
"Food Balances (2010-)","World","Residuals","Sesame seed","2015","1000 t","-72"
"Food Balances (2010-)","World","Food","Sesame seed","2015","1000 t","1836"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sesame seed","2015","kg/cap","0.25"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sesame seed","2015","kcal/cap/d","3.98"
"Food Balances (2010-)","World","Food supply (kcal)","Sesame seed","2015","Kcal","10739832.37"
"Food Balances (2010-)","World","Production","Sesame seed","2016","1000 t","5645"
"Food Balances (2010-)","World","Import quantity","Sesame seed","2016","1000 t","2077"
"Food Balances (2010-)","World","Stock Variation","Sesame seed","2016","1000 t","355"
"Food Balances (2010-)","World","Export quantity","Sesame seed","2016","1000 t","1977"
"Food Balances (2010-)","World","Feed","Sesame seed","2016","1000 t","430"
"Food Balances (2010-)","World","Seed","Sesame seed","2016","1000 t","90"
"Food Balances (2010-)","World","Losses","Sesame seed","2016","1000 t","353"
"Food Balances (2010-)","World","Processing","Sesame seed","2016","1000 t","2460"
"Food Balances (2010-)","World","Other uses (non-food)","Sesame seed","2016","1000 t","357"
"Food Balances (2010-)","World","Tourist consumption","Sesame seed","2016","1000 t","5"
"Food Balances (2010-)","World","Residuals","Sesame seed","2016","1000 t","-203"
"Food Balances (2010-)","World","Food","Sesame seed","2016","1000 t","1898"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sesame seed","2016","kg/cap","0.25"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sesame seed","2016","kcal/cap/d","4.07"
"Food Balances (2010-)","World","Food supply (kcal)","Sesame seed","2016","Kcal","11102546.09"
"Food Balances (2010-)","World","Production","Sesame seed","2017","1000 t","5770"
"Food Balances (2010-)","World","Import quantity","Sesame seed","2017","1000 t","1875"
"Food Balances (2010-)","World","Stock Variation","Sesame seed","2017","1000 t","121"
"Food Balances (2010-)","World","Export quantity","Sesame seed","2017","1000 t","2076"
"Food Balances (2010-)","World","Feed","Sesame seed","2017","1000 t","489"
"Food Balances (2010-)","World","Seed","Sesame seed","2017","1000 t","102"
"Food Balances (2010-)","World","Losses","Sesame seed","2017","1000 t","349"
"Food Balances (2010-)","World","Processing","Sesame seed","2017","1000 t","2446"
"Food Balances (2010-)","World","Other uses (non-food)","Sesame seed","2017","1000 t","310"
"Food Balances (2010-)","World","Tourist consumption","Sesame seed","2017","1000 t","5"
"Food Balances (2010-)","World","Residuals","Sesame seed","2017","1000 t","-109"
"Food Balances (2010-)","World","Food","Sesame seed","2017","1000 t","1858"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sesame seed","2017","kg/cap","0.25"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sesame seed","2017","kcal/cap/d","3.94"
"Food Balances (2010-)","World","Food supply (kcal)","Sesame seed","2017","Kcal","10871794.29"
"Food Balances (2010-)","World","Production","Sesame seed","2018","1000 t","5980"
"Food Balances (2010-)","World","Import quantity","Sesame seed","2018","1000 t","2006"
"Food Balances (2010-)","World","Stock Variation","Sesame seed","2018","1000 t","268"
"Food Balances (2010-)","World","Export quantity","Sesame seed","2018","1000 t","1927"
"Food Balances (2010-)","World","Feed","Sesame seed","2018","1000 t","547"
"Food Balances (2010-)","World","Seed","Sesame seed","2018","1000 t","111"
"Food Balances (2010-)","World","Losses","Sesame seed","2018","1000 t","350"
"Food Balances (2010-)","World","Processing","Sesame seed","2018","1000 t","2448"
"Food Balances (2010-)","World","Other uses (non-food)","Sesame seed","2018","1000 t","433"
"Food Balances (2010-)","World","Tourist consumption","Sesame seed","2018","1000 t","4"
"Food Balances (2010-)","World","Residuals","Sesame seed","2018","1000 t","-43"
"Food Balances (2010-)","World","Food","Sesame seed","2018","1000 t","1940"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sesame seed","2018","kg/cap","0.25"
